GY7KNULP,0,2,http://www.wikidata.org/entity/Q339228
GY7KNULP,0,4,http://www.wikidata.org/entity/Q7024361
GY7KNULP,0,22,http://www.wikidata.org/entity/Q689093
GY7KNULP,0,29,http://www.wikidata.org/entity/Q149947
GY7KNULP,0,32,http://www.wikidata.org/entity/Q173941
GY7KNULP,0,33,http://www.wikidata.org/entity/Q94937
GY7KNULP,0,35,http://www.wikidata.org/entity/Q1229035
GY7KNULP,0,40,http://www.wikidata.org/entity/Q869106
GY7KNULP,0,42,http://www.wikidata.org/entity/Q133445
GY7KNULP,0,51,http://www.wikidata.org/entity/Q580866
GY7KNULP,0,70,http://www.wikidata.org/entity/Q22031476
GY7KNULP,0,76,http://www.wikidata.org/entity/Q19876460
GY7KNULP,0,86,http://www.wikidata.org/entity/Q2068658
GY7KNULP,0,87,http://www.wikidata.org/entity/Q26188
GY7KNULP,0,91,http://www.wikidata.org/entity/Q863618
GY7KNULP,0,94,http://www.wikidata.org/entity/Q21170271
GY7KNULP,0,95,http://www.wikidata.org/entity/Q845047
GY7KNULP,0,98,http://www.wikidata.org/entity/Q3002349
GY7KNULP,0,110,http://www.wikidata.org/entity/Q45700
GY7KNULP,0,120,http://www.wikidata.org/entity/Q7072538
GY7KNULP,0,124,http://www.wikidata.org/entity/Q779114
GY7KNULP,0,142,http://www.wikidata.org/entity/Q4877287
GY7KNULP,0,146,http://www.wikidata.org/entity/Q309996
GY7KNULP,0,159,http://www.wikidata.org/entity/Q780528
GY7KNULP,0,195,http://www.wikidata.org/entity/Q207784
GY7KNULP,0,208,http://www.wikidata.org/entity/Q1481820
GY7KNULP,0,209,http://www.wikidata.org/entity/Q1423789
GY7KNULP,0,226,http://www.wikidata.org/entity/Q215901
GY7KNULP,0,236,http://www.wikidata.org/entity/Q3566785
GY7KNULP,0,249,http://www.wikidata.org/entity/Q1495819
GY7KNULP,0,254,http://www.wikidata.org/entity/Q3125951
GY7KNULP,0,255,http://www.wikidata.org/entity/Q4904930
GY7KNULP,0,259,http://www.wikidata.org/entity/Q2298387
GY7KNULP,0,260,http://www.wikidata.org/entity/Q2419591
GY7KNULP,0,265,http://www.wikidata.org/entity/Q389526
GY7KNULP,0,288,http://www.wikidata.org/entity/Q1925056
GY7KNULP,0,316,http://www.wikidata.org/entity/Q2654839
GY7KNULP,0,332,http://www.wikidata.org/entity/Q28225
GY7KNULP,0,346,http://www.wikidata.org/entity/Q14001326
GY7KNULP,0,348,http://www.wikidata.org/entity/Q11282741
